@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
4.0,3.0,0.0,0.0,0.3,2.0,23.58,0.07,43.0,0.12,202.12,10.0,0.2,20.0,23.0,14.0,12.0,15.0,0.0,10.0,N
1.0,1.0,0.0,0.0,0.21,2.0,18.75,0.04,29.0,0.14,132.96,9.0,0.19,12.0,17.0,11.0,13.0,16.0,0.0,14.0,N
1.0,2.0,2.0,0.0,0.25,2.5,22.38,0.15,83.0,0.05,447.56,16.0,0.23,30.0,53.0,18.0,24.0,26.0,8.33,24.0,N
3.0,3.0,0.0,0.0,0.33,3.0,17.03,0.08,52.0,0.07,238.42,9.0,0.23,20.0,32.0,10.0,14.0,13.0,0.0,9.0,N
4.0,2.0,0.0,0.0,0.3,2.5,16.1,0.11,67.0,0.05,322.09,7.0,0.2,30.0,37.0,12.0,16.0,15.0,0.0,10.0,N
1.0,4.0,0.0,1.0,0.47,4.0,26.3,0.1,64.0,0.09,307.67,16.0,0.39,27.0,37.0,15.0,13.0,18.0,6.25,15.0,N
1.0,1.0,0.0,0.0,0.4,2.0,11.86,0.02,18.0,0.19,62.27,6.0,0.29,6.0,12.0,4.0,7.0,7.0,0.0,5.0,N
0.0,0.0,0.0,0.0,0.29,2.0,8.88,0.03,21.0,0.11,79.95,6.0,0.25,10.0,11.0,5.0,9.0,8.0,0.0,7.0,N
0.0,0.0,0.0,0.0,0.33,2.0,9.87,0.02,15.0,0.18,55.51,5.0,0.29,5.0,10.0,4.0,9.0,7.0,0.0,6.0,N
0.0,0.0,0.0,0.0,0.18,2.0,15.7,0.06,40.0,0.09,166.8,6.0,0.17,17.0,23.0,8.0,10.0,12.0,0.0,11.0,N
0.0,0.0,0.0,0.0,0.17,2.0,15.43,0.05,37.0,0.1,154.29,6.0,0.15,16.0,21.0,8.0,10.0,13.0,0.0,12.0,N
0.0,0.0,0.0,0.0,0.5,2.0,11.39,0.01,12.0,0.29,39.86,5.0,0.4,3.0,9.0,3.0,7.0,5.0,0.0,4.0,N
5.0,2.0,0.0,0.0,0.14,2.0,25.22,0.08,50.0,0.11,232.19,9.0,0.1,17.0,33.0,12.0,13.0,20.0,0.0,14.0,N
1.0,1.0,0.0,0.0,0.2,3.0,30.72,0.26,154.0,0.04,783.47,8.0,0.18,51.0,103.0,17.0,17.0,17.0,0.0,15.0,N
1.0,0.0,0.0,0.0,0.44,4.0,17.8,0.07,49.0,0.08,218.51,8.0,0.36,17.0,32.0,9.0,13.0,11.0,0.0,9.0,N
0.0,0.0,0.0,0.0,0.4,2.0,16.21,0.02,19.0,0.24,68.11,5.0,0.33,6.0,13.0,5.0,7.0,6.0,0.0,5.0,N
0.0,4.0,0.0,0.0,0.23,2.0,14.28,0.04,35.0,0.11,133.26,13.0,0.21,14.0,21.0,6.0,8.0,14.0,0.0,13.0,N
1.0,0.0,0.0,0.0,0.15,2.0,47.13,0.34,185.0,0.05,1015.99,12.0,0.14,59.0,126.0,26.0,19.0,28.0,0.0,26.0,N
1.0,1.0,0.0,0.0,0.28,2.0,15.61,0.12,77.0,0.04,361.93,19.0,0.25,34.0,43.0,11.0,15.0,20.0,0.0,18.0,N
1.0,1.0,0.0,0.0,0.26,2.25,18.18,0.15,96.0,0.04,461.51,21.0,0.24,44.0,52.0,13.0,15.0,25.0,0.0,23.0,N
4.0,3.0,10.0,1.0,0.22,2.0,36.82,1.02,488.0,0.01,3048.99,35.0,0.2,194.0,294.0,41.0,35.0,80.0,14.67,74.0,N
6.0,3.0,1.0,4.0,0.23,2.0,20.12,0.07,48.0,0.09,222.91,10.0,0.13,24.0,24.0,13.0,12.0,24.0,29.41,13.0,N
11.0,4.0,0.0,6.0,0.33,2.0,56.42,0.36,185.0,0.05,1079.08,45.0,0.22,90.0,95.0,40.0,17.0,58.0,13.04,40.0,Y
35.0,11.0,1.0,2.0,0.22,2.25,55.18,0.59,272.0,0.03,1765.78,55.0,0.16,116.0,156.0,58.0,32.0,132.0,3.13,94.0,Y
10.0,3.0,4.0,3.0,0.33,2.0,30.6,0.11,67.0,0.09,335.0,15.0,0.17,32.0,35.0,19.0,13.0,29.0,38.89,15.0,Y
18.0,1.0,0.0,0.0,0.38,3.0,16.54,0.07,43.0,0.08,204.46,11.0,0.16,17.0,26.0,11.0,16.0,32.0,0.0,13.0,N
0.0,2.0,0.0,0.0,0.33,2.0,17.47,0.03,23.0,0.19,89.86,8.0,0.29,9.0,14.0,7.0,8.0,7.0,0.0,6.0,N
3.0,4.0,0.0,0.0,0.25,2.0,24.82,0.07,42.0,0.13,195.04,11.0,0.19,20.0,22.0,14.0,11.0,16.0,0.0,12.0,N
4.0,0.0,0.0,1.0,0.33,2.0,18.27,0.04,31.0,0.14,133.98,9.0,0.2,12.0,19.0,9.0,11.0,15.0,10.0,9.0,N
15.0,13.0,0.0,0.0,0.1,2.0,56.46,0.27,136.0,0.07,809.77,23.0,0.07,56.0,80.0,41.0,21.0,67.0,0.0,51.0,Y
9.0,5.0,14.0,24.0,0.18,2.18,147.44,0.97,418.0,0.05,2897.05,60.0,0.13,189.0,229.0,101.0,21.0,167.0,27.14,116.0,Y
13.0,4.0,2.0,4.0,0.16,2.0,53.33,0.28,142.0,0.06,852.0,15.0,0.11,61.0,81.0,42.0,22.0,56.0,14.29,38.0,N
16.0,5.0,1.0,1.0,0.23,2.29,44.88,0.5,233.0,0.03,1508.85,36.0,0.18,99.0,134.0,53.0,36.0,84.0,2.99,66.0,Y
12.0,1.0,2.0,8.0,0.25,2.0,15.75,0.06,43.0,0.08,194.51,10.0,0.09,19.0,24.0,10.0,13.0,33.0,50.0,12.0,N
43.0,10.0,3.0,15.0,0.17,2.0,49.36,0.24,134.0,0.07,727.12,28.0,0.07,55.0,79.0,28.0,15.0,100.0,32.14,41.0,N
23.0,3.0,0.0,4.0,0.2,2.33,160.17,1.56,636.0,0.03,4679.4,71.0,0.17,272.0,364.0,135.0,29.0,193.0,2.37,165.0,Y
1.0,0.0,0.0,0.0,0.22,2.0,10.53,0.05,34.0,0.08,138.97,5.0,0.18,11.0,23.0,5.0,12.0,11.0,0.0,9.0,N
8.0,2.0,2.0,0.0,0.2,2.0,24.6,0.06,42.0,0.13,184.48,7.0,0.11,20.0,22.0,12.0,9.0,19.0,20.0,10.0,N
3.0,0.0,0.0,0.0,0.5,2.0,12.44,0.04,28.0,0.11,112.0,6.0,0.25,14.0,14.0,7.0,9.0,8.0,0.0,4.0,N
3.0,0.0,0.0,0.0,0.5,2.0,11.42,0.03,22.0,0.14,83.76,6.0,0.25,11.0,11.0,6.0,8.0,8.0,0.0,4.0,N
3.0,0.0,0.0,0.0,0.5,2.0,12.44,0.03,24.0,0.13,96.0,6.0,0.25,12.0,12.0,7.0,9.0,8.0,0.0,4.0,N
4.0,1.0,0.0,0.0,0.33,2.0,11.53,0.04,30.0,0.09,129.66,7.0,0.18,15.0,15.0,8.0,12.0,11.0,0.0,6.0,N
3.0,0.0,0.0,0.0,0.5,2.0,12.44,0.04,28.0,0.11,112.0,6.0,0.25,14.0,14.0,7.0,9.0,8.0,0.0,4.0,N
3.0,0.0,0.0,0.0,0.5,2.0,12.44,0.04,28.0,0.11,112.0,6.0,0.25,14.0,14.0,7.0,9.0,8.0,0.0,4.0,N
3.0,0.0,0.0,0.0,0.5,2.0,11.42,0.03,22.0,0.14,83.76,6.0,0.25,11.0,11.0,6.0,8.0,8.0,0.0,4.0,N
3.0,0.0,0.0,0.0,0.5,2.0,12.44,0.03,24.0,0.13,96.0,6.0,0.25,12.0,12.0,7.0,9.0,8.0,0.0,4.0,N
4.0,1.0,0.0,0.0,0.33,2.0,11.53,0.04,30.0,0.09,129.66,7.0,0.18,15.0,15.0,8.0,12.0,11.0,0.0,6.0,N
3.0,0.0,0.0,0.0,0.5,2.0,12.44,0.04,28.0,0.11,112.0,6.0,0.25,14.0,14.0,7.0,9.0,8.0,0.0,4.0,N
1.0,5.0,1.0,0.0,0.14,2.0,41.65,0.12,72.0,0.12,360.0,14.0,0.13,33.0,39.0,21.0,11.0,24.0,4.55,22.0,N
4.0,0.0,0.0,6.0,0.23,2.0,16.82,0.06,44.0,0.09,186.91,11.0,0.13,20.0,24.0,9.0,10.0,24.0,31.58,13.0,N
5.0,8.0,0.0,0.0,0.54,2.1,70.75,1.17,526.0,0.02,3502.22,108.0,0.44,204.0,322.0,68.0,33.0,80.0,0.0,65.0,N
62.0,14.0,42.0,24.0,0.25,2.0,83.06,2.42,1070.0,0.01,7270.02,149.0,0.15,495.0,575.0,82.0,29.0,239.0,39.29,144.0,N
1.0,0.0,3.0,3.0,0.2,2.0,14.49,0.18,115.0,0.03,527.27,6.0,0.13,52.0,63.0,10.0,14.0,15.0,46.15,10.0,N
56.0,13.0,42.0,24.0,0.26,2.0,79.48,2.38,1056.0,0.01,7133.16,147.0,0.16,489.0,567.0,79.0,29.0,230.0,40.0,141.0,N
6.0,2.0,2.0,7.0,0.14,2.0,27.15,0.17,108.0,0.05,519.19,15.0,0.1,51.0,57.0,16.0,12.0,42.0,25.71,28.0,N
4.0,8.0,2.0,2.0,0.27,2.0,47.52,0.45,221.0,0.03,1359.09,38.0,0.23,99.0,122.0,45.0,26.0,52.0,8.51,45.0,N
4.0,4.0,0.0,3.0,0.25,2.25,29.2,0.19,111.0,0.05,569.35,18.0,0.19,52.0,59.0,20.0,15.0,32.0,11.11,24.0,N
2.0,1.0,0.0,1.0,0.29,2.0,17.79,0.03,24.0,0.18,100.08,5.0,0.18,9.0,15.0,8.0,10.0,11.0,12.5,7.0,N
1.0,2.0,0.0,0.0,0.15,2.0,44.01,0.09,53.0,0.17,257.47,7.0,0.13,26.0,27.0,20.0,9.0,15.0,0.0,13.0,N
5.0,2.0,0.0,0.0,0.2,2.0,16.18,0.03,26.0,0.16,104.0,6.0,0.13,10.0,16.0,7.0,9.0,16.0,0.0,10.0,N
2.0,3.0,0.0,3.0,0.27,2.0,33.36,0.04,28.0,0.29,116.76,10.0,0.18,11.0,17.0,11.0,7.0,17.0,21.43,11.0,N
0.0,2.0,0.0,0.0,0.17,2.0,35.13,0.15,85.0,0.08,435.99,10.0,0.16,42.0,43.0,22.0,13.0,19.0,0.0,18.0,N
8.0,3.0,0.0,0.0,0.23,2.0,36.39,0.5,253.0,0.02,1500.48,25.0,0.2,111.0,142.0,35.0,26.0,65.0,0.0,56.0,N
24.0,7.0,8.0,19.0,0.18,2.0,100.29,0.47,225.0,0.07,1397.13,36.0,0.11,101.0,124.0,58.0,16.0,104.0,34.18,60.0,N
0.0,1.0,0.0,0.0,0.18,2.0,21.78,0.04,30.0,0.17,127.44,6.0,0.17,13.0,17.0,10.0,9.0,12.0,0.0,11.0,N
2.0,1.0,0.0,0.0,0.33,2.0,9.88,0.02,15.0,0.19,51.89,5.0,0.22,6.0,9.0,4.0,7.0,9.0,0.0,6.0,N
1.0,0.0,0.0,0.0,0.33,2.0,14.36,0.03,21.0,0.18,82.04,6.0,0.25,10.0,11.0,7.0,8.0,8.0,0.0,6.0,N
10.0,11.0,2.0,4.0,0.08,2.0,85.25,0.37,190.0,0.08,1108.25,21.0,0.06,88.0,102.0,44.0,13.0,53.0,14.29,38.0,N
0.0,3.0,0.0,0.0,0.21,2.0,22.19,0.07,43.0,0.11,197.15,11.0,0.2,21.0,22.0,13.0,11.0,15.0,0.0,14.0,N
1.0,1.0,0.0,0.0,0.17,2.0,22.73,0.09,57.0,0.09,261.33,9.0,0.14,23.0,34.0,12.0,12.0,14.0,0.0,12.0,N
18.0,11.0,4.0,10.0,0.18,2.17,120.55,1.43,583.0,0.03,4299.65,83.0,0.14,267.0,316.0,131.0,35.0,182.0,9.15,143.0,Y
3.0,2.0,1.0,0.0,0.29,2.0,17.95,0.1,63.0,0.06,299.56,14.0,0.22,31.0,32.0,13.0,14.0,18.0,7.14,14.0,Y
1.0,0.0,0.0,0.0,0.33,2.0,7.4,0.02,18.0,0.11,66.61,6.0,0.25,8.0,10.0,4.0,9.0,8.0,0.0,6.0,N
3.0,2.0,0.0,1.0,0.15,2.0,22.46,0.11,68.0,0.07,336.89,10.0,0.11,32.0,36.0,16.0,15.0,18.0,7.14,13.0,N
13.0,7.0,1.0,17.0,0.23,2.67,64.34,0.51,256.0,0.04,1536.0,40.0,0.13,122.0,134.0,46.0,18.0,71.0,31.58,40.0,N
0.0,0.0,0.0,0.0,0.4,2.0,10.75,0.01,12.0,0.25,43.02,5.0,0.33,4.0,8.0,4.0,8.0,6.0,0.0,5.0,N
0.0,1.0,0.0,9.0,0.25,2.0,14.33,0.04,27.0,0.13,112.59,6.0,0.11,10.0,17.0,7.0,11.0,18.0,52.94,8.0,N
3.0,4.0,0.0,0.0,0.15,2.5,37.65,0.24,136.0,0.05,713.72,16.0,0.13,65.0,71.0,24.0,14.0,30.0,0.0,26.0,N
0.0,1.0,3.0,0.0,0.41,2.33,30.54,0.12,67.0,0.09,349.03,14.0,0.39,30.0,37.0,21.0,16.0,18.0,17.65,17.0,N
0.0,2.0,0.0,0.0,0.33,2.0,14.51,0.02,17.0,0.24,60.94,6.0,0.29,6.0,11.0,5.0,7.0,7.0,0.0,6.0,N
3.0,4.0,4.0,1.0,0.33,3.2,39.75,0.5,257.0,0.03,1499.05,31.0,0.3,120.0,137.0,35.0,22.0,47.0,11.63,42.0,Y
0.0,1.0,4.0,4.0,0.2,2.0,33.71,0.15,89.0,0.08,445.0,7.0,0.13,44.0,45.0,20.0,12.0,15.0,57.14,10.0,N
5.0,5.0,1.0,4.0,0.21,2.5,38.67,0.33,175.0,0.04,1002.39,19.0,0.15,79.0,96.0,32.0,21.0,39.0,15.15,29.0,N
1.0,4.0,4.0,0.0,0.17,2.0,42.06,0.3,157.0,0.05,911.75,16.0,0.16,67.0,90.0,34.0,22.0,37.0,11.43,35.0,Y
2.0,2.0,5.0,9.0,0.15,2.0,13.69,0.08,51.0,0.06,227.43,7.0,0.08,23.0,28.0,9.0,13.0,25.0,63.64,13.0,N
2.0,1.0,0.0,0.0,0.33,2.0,27.54,0.09,58.0,0.1,272.63,11.0,0.27,27.0,31.0,15.0,11.0,15.0,0.0,12.0,N
1.0,1.0,0.0,0.0,0.4,2.0,19.1,0.04,27.0,0.17,110.36,5.0,0.29,13.0,14.0,9.0,8.0,7.0,0.0,5.0,N
4.0,4.0,1.0,4.0,0.31,2.0,40.37,0.17,100.0,0.08,524.79,14.0,0.18,50.0,50.0,25.0,13.0,22.0,29.41,13.0,N
7.0,16.0,4.0,5.0,0.17,2.6,83.81,0.92,404.0,0.03,2765.58,41.0,0.15,187.0,217.0,85.0,30.0,99.0,9.89,86.0,Y
2.0,0.0,1.0,1.0,0.46,2.25,8.39,0.09,60.0,0.03,275.1,15.0,0.35,27.0,33.0,7.0,17.0,17.0,14.29,13.0,N
1.0,2.0,1.0,0.0,0.12,2.0,31.55,0.15,83.0,0.07,441.72,8.0,0.11,42.0,41.0,24.0,16.0,19.0,5.88,17.0,N
0.0,6.0,1.0,0.0,0.13,3.0,48.96,0.29,149.0,0.06,869.1,14.0,0.12,71.0,78.0,38.0,19.0,25.0,4.17,24.0,Y
1.0,4.0,0.0,19.0,0.08,2.0,53.7,0.29,154.0,0.06,864.67,15.0,0.04,73.0,81.0,34.0,15.0,45.0,44.19,24.0,N
1.0,4.0,0.0,0.0,0.13,2.0,42.25,0.16,90.0,0.09,472.31,10.0,0.12,43.0,47.0,25.0,13.0,17.0,0.0,15.0,N
1.0,0.0,2.0,0.0,0.4,2.5,12.44,0.05,35.0,0.08,164.52,9.0,0.33,14.0,21.0,9.0,17.0,12.0,20.0,10.0,N
6.0,4.0,1.0,7.0,0.2,2.0,43.72,0.11,65.0,0.13,327.89,11.0,0.1,30.0,35.0,22.0,11.0,29.0,36.36,15.0,N
14.0,11.0,1.0,39.0,0.04,2.0,107.8,0.83,384.0,0.04,2492.87,18.0,0.02,185.0,199.0,72.0,18.0,106.0,43.96,52.0,Y
0.0,0.0,0.0,0.0,0.4,2.0,7.24,0.04,33.0,0.06,122.11,5.0,0.33,15.0,18.0,4.0,9.0,6.0,0.0,5.0,N
3.0,3.0,0.0,8.0,0.14,2.0,42.17,0.21,111.0,0.07,619.93,12.0,0.09,49.0,62.0,30.0,18.0,33.0,27.59,21.0,N
1.0,0.0,0.0,4.0,0.13,2.0,13.96,0.03,22.0,0.17,83.76,2.0,0.07,9.0,13.0,6.0,8.0,14.0,33.33,8.0,N
21.0,3.0,0.0,58.0,0.12,2.0,54.14,0.35,177.0,0.05,1041.23,26.0,0.05,75.0,102.0,39.0,20.0,132.0,52.73,52.0,Y
14.0,7.0,0.0,14.0,0.21,2.0,42.97,0.3,161.0,0.05,908.66,25.0,0.1,69.0,92.0,31.0,19.0,58.0,32.56,29.0,N
1.0,0.0,1.0,1.0,0.29,2.5,22.43,0.08,50.0,0.1,226.18,10.0,0.24,22.0,28.0,12.0,11.0,17.0,13.33,14.0,N
21.0,14.0,3.0,23.0,0.13,2.09,107.69,1.21,515.0,0.03,3633.47,60.0,0.09,242.0,273.0,104.0,29.0,143.0,21.49,98.0,N
1.0,0.0,0.0,0.0,0.22,2.0,40.01,0.07,48.0,0.18,220.08,12.0,0.2,22.0,26.0,16.0,8.0,20.0,0.0,18.0,N
13.0,3.0,1.0,0.0,0.2,2.0,26.39,0.16,92.0,0.05,486.26,17.0,0.13,43.0,49.0,21.0,18.0,39.0,4.0,25.0,N
6.0,3.0,0.0,0.0,0.2,2.0,28.55,0.08,52.0,0.13,228.4,9.0,0.12,26.0,26.0,13.0,8.0,17.0,0.0,10.0,N
0.0,0.0,1.0,2.0,0.64,2.0,13.06,0.09,70.0,0.05,259.02,26.0,0.5,34.0,36.0,6.0,7.0,14.0,23.08,11.0,N
13.0,2.0,3.0,13.0,0.19,2.13,61.44,0.44,217.0,0.05,1306.85,30.0,0.13,103.0,114.0,46.0,19.0,79.0,24.62,52.0,Y
6.0,9.0,0.0,8.0,0.24,2.14,58.68,0.2,106.0,0.1,592.01,28.0,0.17,49.0,57.0,34.0,14.0,52.0,17.78,37.0,N
5.0,1.0,3.0,1.0,0.13,2.0,43.19,0.16,92.0,0.09,482.81,11.0,0.1,43.0,49.0,25.0,13.0,30.0,16.67,23.0,N
0.0,0.0,0.0,0.0,0.67,2.0,5.0,0.01,10.0,0.17,30.0,6.0,0.5,4.0,6.0,2.0,6.0,4.0,0.0,3.0,N
1.0,0.0,0.0,0.0,0.22,2.0,35.77,0.08,57.0,0.14,250.36,5.0,0.18,28.0,29.0,14.0,7.0,11.0,0.0,9.0,N
1.0,0.0,0.0,0.0,0.22,2.0,35.77,0.08,57.0,0.14,250.36,5.0,0.18,28.0,29.0,14.0,7.0,11.0,0.0,9.0,N
4.0,5.0,2.0,7.0,0.11,2.0,58.21,0.43,221.0,0.05,1277.68,20.0,0.08,107.0,114.0,39.0,16.0,49.0,20.45,37.0,N
1.0,0.0,0.0,0.0,0.1,2.0,54.2,0.4,243.0,0.05,1192.37,7.0,0.09,121.0,122.0,22.0,8.0,22.0,0.0,20.0,N
1.0,0.0,0.0,0.0,0.25,2.0,16.35,0.06,47.0,0.09,188.0,7.0,0.2,23.0,24.0,8.0,8.0,10.0,0.0,8.0,N
0.0,0.0,0.0,0.0,0.25,2.0,16.35,0.06,47.0,0.09,188.0,7.0,0.22,23.0,24.0,8.0,8.0,9.0,0.0,8.0,N
0.0,0.0,0.0,0.0,0.29,2.0,11.76,0.04,35.0,0.09,133.26,7.0,0.25,17.0,18.0,6.0,8.0,8.0,0.0,7.0,N
1.0,1.0,0.0,0.0,0.33,2.0,11.15,0.03,25.0,0.11,102.19,7.0,0.25,10.0,15.0,6.0,11.0,8.0,0.0,6.0,N
